"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp_var_rate","cons_price_idx","cons_conf_idx","euribor3m","nr_employed","subscribed"
30,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",157,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"admin.","married","university.degree","no","no","no","telephone","may","mon",79,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","mon",454,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"blue-collar","single","high.school","unknown","yes","no","telephone","may","mon",149,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"technician","married","professional.course","no","yes","yes","telephone","may","mon",207,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"admin.","married","high.school","no","yes","no","telephone","may","mon",175,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"blue-collar","divorced","basic.9y","unknown","no","no","telephone","may","mon",405,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"management","married","university.degree","no","no","no","telephone","may","mon",102,22,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
54,"retired","divorced","high.school","no","yes","no","telephone","may","mon",308,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
23,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",633,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"blue-collar","married","high.school","no","no","yes","telephone","may","tue",121,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"management","married","high.school","no","yes","yes","telephone","may","tue",62,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"technician","single","high.school","unknown","yes","yes","telephone","may","tue",277,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"technician","married","professional.course","no","no","no","telephone","may","tue",159,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"technician","married","basic.9y","no","yes","no","telephone","may","tue",34,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"services","married","professional.course","no","yes","no","telephone","may","tue",1205,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
57,"retired","married","high.school","unknown","no","no","telephone","may","tue",147,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"services","married","high.school","no","yes","yes","telephone","may","tue",274,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
24,"services","single","high.school","no","no","no","telephone","may","tue",185,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"services","married","high.school","no","no","no","telephone","may","tue",514,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"technician","single","professional.course","no","no","no","telephone","may","tue",70,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",550,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",73,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
48,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","tue",86,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"blue-collar","married","basic.6y","unknown","no","yes","telephone","may","tue",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"blue-collar","single","professional.course","no","no","no","telephone","may","tue",137,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
60,"unknown","married","university.degree","no","no","no","telephone","may","tue",310,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"retired","married","basic.4y","no","yes","yes","telephone","may","tue",112,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"self-employed","married","university.degree","no","no","yes","telephone","may","tue",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"technician","married","basic.6y","no","no","yes","telephone","may","tue",261,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"technician","married","professional.course","unknown","yes","no","telephone","may","tue",272,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"admin.","married","high.school","no","yes","no","telephone","may","tue",246,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"blue-collar","married","basic.9y","no","yes","no","telephone","may","tue",93,10,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",755,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"admin.","married","high.school","no","yes","no","telephone","may","tue",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"management","married","professional.course","no","yes","yes","telephone","may","tue",280,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"services","married","high.school","no","yes","no","telephone","may","tue",347,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"unknown","married","basic.4y","unknown","yes","no","telephone","may","tue",267,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",27,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"management","divorced","high.school","no","no","no","telephone","may","tue",436,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",59,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"admin.","married","high.school","no","yes","no","telephone","may","tue",0,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"technician","married","unknown","no","yes","no","telephone","may","tue",241,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"technician","single","university.degree","no","yes","no","telephone","may","tue",953,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","tue",123,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"management","divorced","university.degree","no","no","no","telephone","may","tue",269,10,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"blue-collar","single","high.school","no","no","yes","telephone","may","tue",209,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"blue-collar","single","high.school","no","yes","no","telephone","may","tue",124,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"admin.","married","high.school","no","yes","no","telephone","may","tue",20,19,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"technician","married","university.degree","unknown","yes","no","telephone","may","tue",240,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"admin.","married","high.school","no","no","no","telephone","may","tue",157,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","tue",858,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
46,"admin.","divorced","university.degree","unknown","yes","no","telephone","may","wed",318,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",193,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","wed",95,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","wed",189,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"services","divorced","high.school","unknown","yes","no","telephone","may","wed",103,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"blue-collar","divorced","basic.4y","no","yes","yes","telephone","may","wed",738,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","wed",519,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",256,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"admin.","single","high.school","no","no","yes","telephone","may","wed",195,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"services","married","high.school","no","no","no","telephone","may","wed",226,10,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"technician","single","university.degree","no","no","no","telephone","may","wed",141,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"services","married","high.school","unknown","no","no","telephone","may","wed",297,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",166,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"services","married","basic.9y","unknown","yes","no","telephone","may","wed",87,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",392,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"admin.","married","high.school","no","no","no","telephone","may","wed",211,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",134,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"technician","single","university.degree","no","yes","no","telephone","may","wed",294,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"entrepreneur","married","high.school","no","yes","no","telephone","may","wed",67,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"blue-collar","married","unknown","no","no","no","telephone","may","wed",146,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"technician","married","university.degree","no","yes","no","telephone","may","wed",170,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"technician","single","high.school","no","no","no","telephone","may","wed",189,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",159,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"management","single","university.degree","no","no","no","telephone","may","wed",99,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"retired","married","basic.9y","unknown","yes","no","telephone","may","wed",198,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"admin.","married","basic.9y","no","yes","no","telephone","may","wed",173,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"admin.","single","high.school","no","no","yes","telephone","may","wed",176,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","wed",129,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"admin.","single","university.degree","no","no","no","telephone","may","wed",110,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
24,"services","married","high.school","no","yes","no","telephone","may","wed",66,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"services","married","high.school","no","no","no","telephone","may","wed",239,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",258,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"services","married","basic.9y","no","yes","no","telephone","may","wed",94,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"housemaid","married","basic.4y","no","yes","no","telephone","may","wed",238,8,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"services","married","high.school","unknown","yes","no","telephone","may","wed",133,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"admin.","single","unknown","no","yes","no","telephone","may","wed",279,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"housemaid","married","basic.4y","unknown","yes","no","telephone","may","wed",158,10,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"blue-collar","married","professional.course","no","no","yes","telephone","may","wed",611,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"blue-collar","single","professional.course","no","no","yes","telephone","may","wed",600,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"self-employed","single","university.degree","no","no","no","telephone","may","wed",314,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"blue-collar","married","high.school","no","no","no","telephone","may","wed",80,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"self-employed","single","university.degree","no","yes","yes","telephone","may","wed",23,17,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"blue-collar","married","high.school","no","no","no","telephone","may","wed",55,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"admin.","single","high.school","unknown","yes","no","telephone","may","wed",104,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"admin.","single","high.school","no","no","no","telephone","may","wed",87,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"technician","married","university.degree","no","no","no","telephone","may","wed",146,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"admin.","single","basic.9y","unknown","no","no","telephone","may","thu",93,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"blue-collar","married","basic.9y","no","no","yes","telephone","may","thu",92,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
52,"retired","married","basic.4y","no","yes","no","telephone","may","thu",138,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"student","single","university.degree","unknown","no","no","telephone","may","thu",297,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
33,"admin.","married","professional.course","no","yes","yes","telephone","may","thu",140,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"services","married","high.school","unknown","no","no","telephone","may","thu",267,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
26,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",132,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",140,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"services","married","high.school","no","no","no","telephone","may","thu",285,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
52,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","thu",130,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"blue-collar","single","high.school","no","unknown","unknown","telephone","may","thu",230,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
50,"self-employed","married","basic.4y","unknown","no","no","telephone","may","thu",23,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
46,"admin.","divorced","basic.9y","no","yes","no","telephone","may","thu",56,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
53,"unemployed","married","unknown","unknown","no","no","telephone","may","thu",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
45,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",358,10,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
41,"admin.","married","high.school","no","no","no","telephone","may","thu",135,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
57,"technician","married","basic.4y","unknown","no","no","telephone","may","thu",122,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
41,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",513,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
41,"management","married","unknown","no","yes","no","telephone","may","thu",347,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
41,"services","married","university.degree","no","yes","yes","telephone","may","thu",936,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
41,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",441,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
59,"entrepreneur","married","basic.9y","no","no","no","telephone","may","thu",200,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"technician","single","basic.6y","no","unknown","unknown","telephone","may","thu",332,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"admin.","married","university.degree","no","yes","no","telephone","may","thu",1059,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"yes"
36,"admin.","married","university.degree","no","no","yes","telephone","may","thu",184,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
42,"self-employed","married","basic.6y","no","yes","yes","telephone","may","thu",195,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
55,"technician","married","professional.course","no","yes","no","telephone","may","thu",166,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
50,"technician","divorced","basic.9y","no","no","yes","telephone","may","thu",48,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
55,"housemaid","single","basic.9y","no","no","no","telephone","may","thu",553,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
38,"services","single","high.school","no","yes","no","telephone","may","thu",685,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"self-employed","single","university.degree","unknown","yes","no","telephone","may","thu",512,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"technician","single","university.degree","unknown","yes","no","telephone","may","thu",44,15,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
50,"admin.","married","basic.9y","no","no","no","telephone","may","thu",752,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
43,"technician","married","university.degree","unknown","no","no","telephone","may","thu",84,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
36,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",744,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"technician","married","professional.course","no","no","no","telephone","may","thu",127,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
50,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","thu",18,16,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"technician","married","university.degree","no","yes","no","telephone","may","thu",240,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
51,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",191,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"admin.","divorced","university.degree","no","yes","yes","telephone","may","thu",328,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
55,"admin.","married","high.school","no","no","yes","telephone","may","thu",134,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
59,"management","married","basic.4y","unknown","yes","no","telephone","may","thu",374,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
55,"technician","divorced","university.degree","unknown","no","no","telephone","may","thu",216,7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
59,"admin.","single","university.degree","no","yes","yes","telephone","may","thu",421,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
30,"admin.","married","university.degree","no","yes","no","telephone","may","fri",242,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
26,"admin.","single","high.school","no","yes","no","telephone","may","fri",160,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
49,"services","married","high.school","no","yes","yes","telephone","may","fri",108,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
48,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",290,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
38,"blue-collar","married","high.school","no","yes","no","telephone","may","fri",107,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
37,"blue-collar","single","unknown","unknown","no","no","telephone","may","fri",379,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
35,"management","single","unknown","no","no","no","telephone","may","fri",126,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
40,"technician","married","university.degree","no","no","no","telephone","may","fri",417,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
46,"management","married","basic.9y","no","no","no","telephone","may","fri",134,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
36,"blue-collar","single","basic.6y","no","yes","no","telephone","may","fri",56,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
49,"self-employed","single","basic.9y","no","yes","yes","telephone","may","fri",827,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
54,"admin.","married","basic.4y","unknown","unknown","unknown","telephone","may","fri",296,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
38,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","fri",91,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
42,"technician","married","professional.course","unknown","yes","no","telephone","may","fri",185,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
41,"technician","single","professional.course","no","unknown","unknown","telephone","may","fri",136,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
38,"admin.","divorced","high.school","no","yes","no","telephone","may","fri",224,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
35,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",188,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
54,"technician","married","professional.course","no","no","no","telephone","may","fri",171,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
51,"admin.","married","university.degree","unknown","yes","no","telephone","may","fri",119,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
30,"admin.","single","high.school","no","yes","no","telephone","may","fri",100,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
32,"admin.","single","high.school","no","yes","no","telephone","may","fri",891,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
57,"management","married","university.degree","unknown","no","yes","telephone","may","fri",59,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
47,"management","married","basic.4y","unknown","no","yes","telephone","may","fri",251,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
30,"admin.","married","university.degree","no","no","no","telephone","jun","mon",100,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
54,"technician","married","professional.course","unknown","yes","no","telephone","jun","mon",52,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
36,"self-employed","divorced","university.degree","no","yes","yes","telephone","jun","mon",372,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
38,"unknown","divorced","high.school","unknown","yes","no","telephone","jun","mon",133,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
38,"admin.","married","basic.9y","unknown","no","no","telephone","jun","mon",63,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
28,"services","married","high.school","no","no","no","telephone","jun","mon",659,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes"
25,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","mon",97,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
35,"admin.","single","basic.4y","unknown","yes","no","telephone","jun","mon",143,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
42,"blue-collar","married","basic.6y","no","no","no","telephone","jun","mon",384,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
43,"blue-collar","divorced","unknown","no","yes","no","telephone","jun","mon",172,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
32,"blue-collar","married","professional.course","no","yes","no","telephone","jun","mon",26,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
30,"services","married","high.school","no","no","no","telephone","jun","mon",151,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
48,"blue-collar","married","unknown","unknown","no","no","telephone","jun","mon",136,7,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
58,"unemployed","married","basic.9y","no","no","no","telephone","jun","mon",266,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
32,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",447,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
40,"entrepreneur","married","professional.course","unknown","no","no","telephone","jun","mon",66,6,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
29,"technician","single","unknown","no","no","no","telephone","jun","mon",193,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
36,"housemaid","married","basic.4y","no","no","no","telephone","jun","mon",152,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
35,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","jun","mon",130,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
40,"technician","divorced","university.degree","no","yes","no","telephone","jun","mon",113,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
39,"entrepreneur","married","high.school","no","unknown","unknown","telephone","jun","mon",122,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
48,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",481,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
54,"admin.","married","high.school","unknown","yes","no","telephone","jun","mon",490,12,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
54,"management","married","university.degree","unknown","no","yes","telephone","jun","mon",140,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
47,"management","divorced","university.degree","no","no","yes","telephone","jun","mon",302,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
25,"self-employed","single","university.degree","no","no","no","telephone","jun","mon",426,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
60,"management","married","university.degree","unknown","no","no","telephone","jun","mon",403,6,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
58,"blue-collar","married","basic.4y","no","no","no","telephone","jun","mon",469,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
37,"admin.","married","university.degree","no","no","no","telephone","jun","mon",85,8,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
35,"admin.","single","university.degree","no","yes","no","telephone","jun","mon",87,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
40,"services","divorced","high.school","no","no","no","telephone","jun","mon",158,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
52,"admin.","divorced","university.degree","no","no","no","telephone","jun","mon",201,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
